b'basic information',b'description'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 21:00  (Entered as : 01/18/2017 21:00)<BR>Reported: 1/21/2017 9:00:11 PM 21:00<BR>Posted: 1/26/2017<BR>Location: Sumter, SC<BR>Shape: Triangle<BR>Duration:15 minutes</FONT></TD>'","b""COLOR=#000000>Triangular object with blinking red light at bottom of craft with a smaller object ahead of it<BR><BR>Was outside walking my cousin\\'s dogs with her 11 year old son.  We were marveling at Orion, as he was pretty high in the Eastern sky.  We turned and walked with our back to Orion, and I looked up (towards the West) and saw a triangular object moving EXTREMELY slowly towards the N/NW in the direction of Charlotte, NC (I\\'m 2.5 hours from there, but just trying to give some perspective of its movement).  We were able to observe it for 15 minutes before the dogs and the 11 year old got restless.  I came back outside, but the object was beyond the far tree lines.  I live with open fields around me in a rural area close to an Air Force base (Shaw AFB).<BR><BR>The object was definitely an equilateral triangle with a slow-blinking red light in the middle.  It was low enough that I would be confident in saying the light was at the bottom of a convex/downward dome.  The points of the triangle had white lights that were not blinking.  I would estimate the width of the craft to be on par that of the wingspan of a Boeing 747.  <BR><BR>Ahead of the object and to its left was a much smaller craft that was simply a red light as though it were &quot;towing&quot; the larger craft--definitely guiding the path for sure.  The light on that smaller craft was not blinking.  I could not make out the shape of this object, but the red light appeared as a dot from my vantage point.<BR><BR>I heard zero engine noise.  Since Shaw AFB is home to an F-16 fighter wing, so I know what F-16 engines sound like, even at idle.  This object wasn\\'t making any noises that any aircraft would make, much less an F-16.  I was stunned at how slowly the craft was moving and amazed it was able to stay in the air without me hearing any engine noise.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 20:28  (Entered as : 01182017 20:28)<BR>Reported: 1/18/2017 6:35:35 PM 18:35<BR>Posted: 1/19/2017<BR>Location: Brandon, SD<BR>Shape: Other<BR>Duration:35 minutes</FONT></TD>'","b'COLOR=#000000>Unsure of object.<BR><BR>Object has been staying in one spot over extended period multiple colored lights, does not appear to be a star, plane, or helicopter.  Has been viewed by several people through binoculars.<BR><BR><BR>((NUFORC Note:  Probable sighting of the star, Sirius.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 19:45  (Entered as : 01/18/2017 19:45)<BR>Reported: 1/18/2017 4:59:04 PM 16:59<BR>Posted: 1/19/2017<BR>Location: Crystal River, FL<BR>Shape: Light<BR>Duration:30 minutes +</FONT></TD>'","b'COLOR=#000000>It stayed completely still for at least 30 minutes, it kept getting brighter.<BR><BR><BR>((NUFORC Note:  Venus??  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 18:53  (Entered as : 01-18-2018 18:53)<BR>Reported: 1/18/2017 5:00:59 PM 17:00<BR>Posted: 1/19/2017<BR>Location: River Falls, WI<BR>Shape: Fireball<BR>Duration:15 minutes so far</FONT></TD>'","b'COLOR=#000000>Spherical luninous multi-colored hovering in the same position, now heading west toward the twin cities, St. Paul, Mpls. 18:57pm<BR><BR>I have footage and photographs.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 17:00  (Entered as : 01/18/17 17:00)<BR>Reported: 1/19/2017 3:44:02 PM 15:44<BR>Posted: 1/19/2017<BR>Location: Wilson, NY<BR>Shape: Circle<BR>Duration:60 minutes</FONT></TD>'","b'COLOR=#000000>At 1700 hours, while exiting a cab,I witnessed a bright light with a halo of lights going around and around that blinked in sequence. I asked someone in the area to look up and tell me what did they see. They told me it was an unusual light.  Together, we stared at the light as it stood still in the same position.  The passbyer entered her car and drove off. I went inside Dollar tree off of Raleigh Road Parkway, a few doors down from Walmart Shopping Mall to go look up and tell me what she saw.  <BR><BR>After observing it for a few minutes she said it looked like a star or maybe a plane.  I asked the female supervisor at the Dollar Tree to go look outside and tell me what she saw when she looked up in the sky.  There were no stars out and she said it was just a bright light or maybe a plane.  I proceeded to shop inside Dollar Tree and was at the register at 1745.  My cab driver was awaiting out front and I asked him to look up and tell me what he saw.  He looked up at the light for a few minutes and said he saw a bright light with lights blinking around it, rotating.  I got in the cab and rode home.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 01:00  (Entered as : 01/18/17 1:00)<BR>Reported: 2/5/2017 10:50:27 PM 22:50<BR>Posted: 2/10/2017<BR>Location: New Market, MD<BR>Shape: Unknown<BR>Duration:5 minutes+</FONT></TD>'","b'COLOR=#000000>Four green lights in sky, not flashing, not moving; appeared to be on the perimeter of a craft.<BR><BR>I took my dog out to relieve herself at approx. 1 am on approx. 1/18/17 (I am a &quot;night owl&quot;) and noticed, high up in the sky beyond the roofline of the line of townhouses in which my house is located (perhaps 300 feet or so up?), what appeared to be a group of bright green lights, four in total.<BR><BR>I stood and watched and noted that:   1) the lights were bright green only (no other colors) and they were not flashing.<BR><BR>2)  there was a total of four lights and they appeared to be on the perimeter of a round craft of some sort (?).<BR><BR>3)  the &quot;craft&quot; was not moving; it stayed in the same place for all the time I was watching (5 mins.), and remained there as I went back in the house.<BR><BR>I did not feel afraid, only curious and somewhat amazed by this sight.  No *primordial* terror at all.<BR><BR><BR>((NUFORC Note:  Source of report indicates that the date is approximate.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 21:00  (Entered as : 01/17/2017 21:00)<BR>Reported: 1/16/2017 11:26:58 PM 23:26<BR>Posted: 1/19/2017<BR>Location: Deltona, FL<BR>Shape: Light<BR>Duration:~5 hours?</FONT></TD>'","b""COLOR=#000000>Off white lights, but blink red and green when white light is off<BR><BR>First seen the orbs on the back porch, they were a soft off white light, when they would move, they\\'d then become red.  When seen, they\\'d turn off their lights, but still flash red and leave. 3 of them were in a triangle formation, when seen, they turned off their lights and dispersed.  <BR><BR>Tried to film one that was blinking red, but it turned green and started to follow me</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 20:42  (Entered as : 01/17/17 20:42)<BR>Reported: 1/18/2017 5:47:39 PM 17:47<BR>Posted: 1/19/2017<BR>Location: Concord, NC<BR>Shape: Light<BR>Duration:20 minutes</FONT></TD>'",b'COLOR=#000000>Bright circular light bobbing around for upwards of 20 minutes moving up and down and left and right not getting any further or closer.</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 20:39  (Entered as : 1/17/17 20:39)<BR>Reported: 1/18/2017 6:50:32 PM 18:50<BR>Posted: 1/19/2017<BR>Location: Randall, MN<BR>Shape: Light<BR>Duration:15 minutes+</FONT></TD>'","b'COLOR=#000000>Red, blue and white lights flashing in different circular sequences, at times only one to zero lights.  Craft may be circle shaped or the lights are placed in circular formation.  Seems to be moving slowly in the same area almost as if standing still but without any noise.  Appears to be 15 miles to the east.  Possibly above the city of Little Falls, MN.  Possible government craft or drone?  Heard helicopter for short time, but could not see one, less than a minute.  This is not a helicopter or airplane.  Very large drone or other craft.  Looked thru binoculars.  Never seen a craft pattern like this.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 19:48  (Entered as : 1/17/2017 19:48)<BR>Reported: 1/18/2017 4:47:09 AM 04:47<BR>Posted: 1/19/2017<BR>Location: Omaha, NE<BR>Shape: Fireball<BR>Duration:3 minutes ?</FONT></TD>'","b""COLOR=#000000>1/17/2017 Omaha, NE, ball of light erratically moving!<BR><BR>It was a little after 7:30pm, I was warming up my car &amp; noticed something in the sky that I first thought was maybe a super bright star-so I took a few pics &amp; started recording.  Then when the &quot;star&quot; started moving erratically, I knew it wasn\\'t a star!!</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 19:20  (Entered as : 01/17/2017 19:20)<BR>Reported: 1/15/2017 8:11:52 PM 20:11<BR>Posted: 1/19/2017<BR>Location: St. George, UT<BR>Shape: Circle<BR>Duration:10 minutes</FONT></TD>'","b'COLOR=#000000>I had gone outside to smoke a cigarette in my backyard.  When I began to sit down in my chair, I had looked up into the sky and saw a circular object, hovering above my head.  It had 6 yellowish white lights (at least they appeared to be lights, could have been Windows, because they were more dim than the center light) around the outer body of the object, and a light in the center of the object.  Only the center light was illuminated brighter and blinked like a slow beat.  It hovered above my head about 300ft, for about 2 or so minutes.  The object did not appear to make any noise, but I could feel like a low frequency  vibration or energy in the air.<BR><BR>It then proceeded to head North into the sky, about a mile away.  I ran inside to get my girlfriend to see, and it was about 20 miles away, maybe hovering over the city of Hurricane. It remained there for about 5 or so mins.  We tried to get a picture and a video, but our cell phone camera was not good enough to pick it up.  At that time it moved upward into the northern sky and disappeared.<BR><BR>We called her local police department in St. George, Utah.  They had no other reports a sighting.  <BR><BR>They gave us a website that had nothing to do with UFOs. www.nidsci.org and 702.798.1700 for national institute for discovery science.  So we googled that, and found that it is now a closed organization.<BR><BR>This was an awesome experience, and it was not like any other 747 or military vehicle that we see flying from Las Vegas to Clearfield, Utah.<BR><BR><BR>((NUFORC Note:  NIDS stopped taking UFO reports years ago.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 17:26  (Entered as : 1/13/17 17:26)<BR>Reported: 1/17/2017 6:54:37 PM 18:54<BR>Posted: 1/19/2017<BR>Location: Oak Harbor, WA<BR>Shape: Circle<BR>Duration:20 seconds</FONT></TD>'","b'COLOR=#000000>Bright light coming from sky in Oak Harbor with loud rumbling sound that shook my bed.<BR><BR>It was about 17:26 and I was laying on my bed playing my virtual reality, when I heard a loud rumbling sound (sounded a lot like bass) that shook my bed.  <BR><BR>I looked outside to see a bright light about the size of a car.  It was emitting a bright light and a haze around the circular object.  Then it disappeared over the trees.<BR><BR><BR>((ADDENDUM FROM WITNESS))<BR><BR>Dear Mr. Davenport,<BR><BR>I am sincerely sorry for such the late response. For some reason this email ended up in my junk mail.<BR><BR>No, I did not get a photo of it, but I did see it pretty clearly for about 3 or so seconds, before it moved over the treeline.  All I could see though, I put in the form.  It was about the size of a car.<BR><BR>This is a serious report, not a hoax.<BR><BR>Also, I accidentally said I saw it on the 13th, but I actually saw it on the 17th.<BR><BR>((END ADDENDUM))<BR><BR>((NUFORC Note:  We have changed the date above.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 16:00  (Entered as : 01/17/17 16:00)<BR>Reported: 1/17/2017 8:48:11 PM 20:48<BR>Posted: 1/19/2017<BR>Location: Yucca Valley, CA<BR>Shape: Disk<BR>Duration:5-6 minutes</FONT></TD>'","b'COLOR=#000000>Sideways classic saucer shape, silvery white, possibly 4 white lights falling straight down.  <BR><BR>The object appeared to be quite far away, possibly over the mountain between Morongo and Desert Hot Springs.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/17/2017 09:53  (Entered as : 01/17/17 9:53)<BR>Reported: 1/17/2017 8:07:00 AM 08:07<BR>Posted: 1/19/2017<BR>Location: Warner, NH<BR>Shape: Light<BR>Duration:5 seconds</FONT></TD>'","b""COLOR=#000000>Luminescent  meteor like object flying vertically<BR><BR>At approximately 9:53 am EST on January 17th, 2017, I was traveling north bound on Interstate 89 in New Hampshire driving a vehicle.  My boss was riding in the passenger side of the car and also witnessed the event.  A bright light of white or silver light was traveling directly down from it\\'s trajectory extremely fast.  This wasn\\'t falling like an object dropped from the sky and wasn\\'t on fire like a meteor typically would be from my experience.  My boss also acknowledged what we had seen.  The type of light it projected or reflected was bright white or silver white light.  Unfortunately I was in a company car and not my own so my dash cam was not with me.  <BR><BR>The distance from the event was close and it wasn\\'t very high in the sky.  For instance this wasn\\'t thousands of feet in the sky.  It appeared to be within 2 or 3 miles at the most from where we were.  There was no contrail or smoke.  No sign of the object after it left the field of view.</FONT></TD>"""
